Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
MDT,CLT,"Harrisburg, PA","Charlotte, NC",350,432,3,412,2001-03-01,510511,1375381,40.1935005188,-76.7633972168,35.2140007019043,-80.9430999755859
BUF,CLT,"Buffalo, NY","Charlotte, NC",722,900,9,546,1999-01-01,1142121,1255975,42.94049835,-78.73220062,35.2140007019043,-80.9430999755859
ILM,FAY,"Wilmington, NC","Fayetteville, NC",57,122,1,75,2004-09-01,304149,349048,34.2705993652344,-77.9026031494141,34.9911994934082,-78.8803024291992
CLT,ATL,"Charlotte, NC","Atlanta, GA",42,68,1,227,2008-01-01,1706469,5385586,35.2140007019043,-80.9430999755859,33.6366996765137,-84.4281005859375
LAS,PHX,"Las Vegas, NV","Phoenix, AZ",3695,4422,33,256,2008-12-01,1879093,4287323,36.08010101,-115.1520004,33.4342994689941,-112.012001037598
PIA,ORD,"Peoria, IL","Chicago, IL",70,87,1,130,2003-11-01,364769,18572324,40.6641998291,-89.6932983398,41.97859955,-87.90480042
RIC,CVG,"Richmond, VA","Cincinnati, OH",3102,5600,112,413,2003-09-01,1139312,2066256,37.505199432373,-77.3197021484375,39.0488014221,-84.6678009033
LAX,PDX,"Los Angeles, CA","Portland, OR",93,124,1,834,2005-09-01,25522350,2084053,33.94250107,-118.4079971,45.58869934,-122.5979996
LAX,EUG,"Los Angeles, CA","Eugene, OR",266,320,2,748,2009-10-01,25749594,351109,33.94250107,-118.4079971,44.1245994567871,-123.21199798584
MSO,FCA,"Missoula, MT","Kalispell, MT",471,910,13,97,2003-06-01,99832,79167,46.91630173,-114.0910034,48.3105010986328,-114.255996704102
TPA,PHL,"Tampa, FL","Philadelphia, PA",153,156,2,920,1990-04-01,2075572,10881988,27.9755001068115,-82.533203125,39.871898651123,-75.241096496582
RDU,BDL,"Raleigh, NC","Hartford, CT",3510,4248,36,532,1992-11-01,582329,1118409,35.8776016235352,-78.7874984741211,41.9388999939,-72.6831970215
BDL,STL,"Hartford, CT","St. Louis, MO",303,490,5,957,1997-02-01,1107010,2651494,41.9388999939,-72.6831970215,38.7486991882324,-90.370002746582
MSP,JFK,"Minneapolis, MN","New York, NY",76,152,2,1028,2009-01-01,3269814,38139592,44.8819999695,-93.2218017578,40.63980103,-73.77890015
JAX,ATL,"Jacksonville, FL","Atlanta, GA",24700,28929,158,270,2007-07-01,1301097,5267527,30.4941005706787,-81.6878967285156,33.6366996765137,-84.4281005859375
TLH,CLT,"Tallahassee, FL","Charlotte, NC",1817,3712,29,387,1990-03-01,260653,1029829,30.3964996337891,-84.3503036499023,35.2140007019043,-80.9430999755859
PDX,SEA,"Portland, OR","Seattle, WA",0,0,0,129,1999-07-01,1855671,5900502,45.58869934,-122.5979996,47.4490013122559,-122.30899810791
IND,PIT,"Indianapolis, IN","Pittsburgh, PA",314,618,6,325,1994-03-01,1373471,2471125,39.7173,-86.294403,40.49150085,-80.23290253
TYS,DTW,"Knoxville, TN","Detroit, MI",1548,3657,53,443,2000-01-01,617573,8914942,35.81100082,-83.9940033,42.2123985290527,-83.353401184082
PIT,CLT,"Pittsburgh, PA","Charlotte, NC",4559,5090,36,366,1997-03-01,2432761,1194105,40.49150085,-80.23290253,35.2140007019043,-80.9430999755859
MHT,BOS,"Manchester, NH","Boston, MA",0,0,4,45,2004-10-01,396542,8912958,42.9325981140137,-71.4356994628906,42.36429977,-71.00520325
LCH,BPT,"Lake Charles, LA","Beaumont, TX",56,230,5,49,1996-05-01,186869,373869,30.1261005401611,-93.2232971191406,29.9507999420166,-94.0206985473633
DFW,ORD,"Dallas, TX","Chicago, IL",0,0,17,802,2002-01-01,10953156,18490270,32.896800994873,-97.0380020141602,41.97859955,-87.90480042
OKC,MEM,"Oklahoma City, OK","Memphis, TN",2849,4800,48,432,1997-02-01,1045454,1145788,35.3931007385254,-97.600700378418,35.0424003601074,-89.9766998291016
LBB,DAL,"Lubbock, TX","Dallas, TX",6894,12688,104,293,2001-07-01,253407,10709246,33.6636009216309,-101.822998046875,32.8470993041992,-96.8517990112305
SEA,SMF,"Seattle, WA","Sacramento, CA",6373,8768,64,605,2008-07-01,6713274,2101138,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
DAY,PIT,"Dayton, OH","Pittsburgh, PA",1725,3007,31,215,1999-03-01,857208,2404337,39.902400970459,-84.2193984985352,40.49150085,-80.23290253
BUF,CLT,"Buffalo, NY","Charlotte, NC",346,484,4,546,2006-10-01,1130913,1583869,42.94049835,-78.73220062,35.2140007019043,-80.9430999755859
BWI,TPA,"Baltimore, MD","Tampa, FL",191,282,2,842,1996-11-01,2468142,2195269,39.17539978,-76.66829681,27.9755001068115,-82.533203125
OKC,MCI,"Oklahoma City, OK","Kansas City, MO",1476,2440,20,312,1991-08-01,980703,1657663,35.3931007385254,-97.600700378418,39.2976,-94.713898
DFW,LAX,"Dallas, TX","Los Angeles, CA",11592,15120,60,1235,1996-07-01,8994450,23326070,32.896800994873,-97.0380020141602,33.94250107,-118.4079971
DFW,SAN,"Dallas, TX","San Diego, CA",4389,5452,29,1171,1997-05-01,9231044,2722060,32.896800994873,-97.0380020141602,32.7336006165,-117.190002441
DTW,CVG,"Detroit, MI","Cincinnati, OH",54,112,1,229,1996-06-01,8912962,1948312,42.2123985290527,-83.353401184082,39.0488014221,-84.6678009033
SAT,DFW,"San Antonio, TX","Dallas, TX",51064,63560,454,247,2009-12-01,2072128,12895230,29.5337009429932,-98.4698028564453,32.896800994873,-97.0380020141602
SEA,SLC,"Seattle, WA","Salt Lake City, UT",4735,8259,33,689,2001-12-01,6188760,988989,47.4490013122559,-122.30899810791,40.7883987426758,-111.977996826172
SAV,ATL,"Savannah, GA","Atlanta, GA",14730,17466,123,215,2004-04-01,310310,4802300,32.12760162,-81.20210266,33.6366996765137,-84.4281005859375
BUF,ORD,"Buffalo, NY","Chicago, IL",1071,2176,17,473,1992-01-01,1191586,16720340,42.94049835,-78.73220062,41.97859955,-87.90480042
BDL,BUF,"Hartford, CT","Buffalo, NY",78,146,1,317,1990-10-01,1124185,1190154,41.9388999939,-72.6831970215,42.94049835,-78.73220062
TUS,SLC,"Tucson, AZ","Salt Lake City, UT",4554,8405,59,600,1993-12-01,711392,833385,32.1161003112793,-110.94100189209,40.7883987426758,-111.977996826172
SFO,EUG,"San Francisco, CA","Eugene, OR",4313,6200,124,451,2009-07-01,8635706,351109,37.6189994812012,-122.375,44.1245994567871,-123.21199798584
GSO,LGA,"Greensboro, NC","New York, NY",58,74,2,461,2006-02-01,685582,37651266,36.0978012084961,-79.9373016357422,40.77719879,-73.87259674
STL,DTW,"St. Louis, MO","Detroit, MI",380,1370,10,440,2001-10-01,2719279,8958464,38.7486991882324,-90.370002746582,42.2123985290527,-83.353401184082
BWI,MIA,"Baltimore, MD","Miami, FL",2821,3894,27,946,1996-08-01,2468142,9086872,39.17539978,-76.66829681,25.7931995391846,-80.2906036376953
AUS,MEM,"Austin, TX","Memphis, TN",5128,8300,83,556,2000-11-01,1265715,1208269,30.1944999694824,-97.6698989868164,35.0424003601074,-89.9766998291016
CVG,MSP,"Cincinnati, OH","Minneapolis, MN",2629,6313,59,596,1996-09-01,1948312,2760875,39.0488014221,-84.6678009033,44.8819999695,-93.2218017578
IAD,CLT,"Washington, DC","Charlotte, NC",444,630,5,321,2008-02-01,10755872,1706469,38.94449997,-77.45580292,35.2140007019043,-80.9430999755859
LAX,OAK,"Los Angeles, CA","Oakland, CA",0,0,1,337,2005-01-01,25522350,4149607,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
DFW,BTR,"Dallas, TX","Baton Rouge, LA",2455,3210,30,383,1992-11-01,8314270,641721,32.896800994873,-97.0380020141602,30.53319931,-91.14959717
AUS,IAH,"Austin, TX","Houston, TX",3983,5678,34,143,2003-07-01,1382693,5084017,30.1944999694824,-97.6698989868164,29.9843997955322,-95.3414001464844
PHL,ROA,"Philadelphia, PA","Roanoke, VA",0,0,17,310,2002-05-01,11511748,288858,39.871898651123,-75.241096496582,37.3255004883,-79.975402832
MCO,PIT,"Orlando, FL","Pittsburgh, PA",10896,12464,88,834,1998-01-01,1502837,2418452,28.4293994903564,-81.3089981079102,40.49150085,-80.23290253
ATL,JFK,"Atlanta, GA","New York, NY",140,180,1,760,2001-10-01,4432950,36980058,33.6366996765137,-84.4281005859375,40.63980103,-73.77890015
LAS,SNA,"Las Vegas, NV","Santa Ana, CA",2133,3288,24,226,2002-02-01,1515571,12634977,36.08010101,-115.1520004,33.67570114,-117.8679962
MSP,STL,"Minneapolis, MN","St. Louis, MO",1341,2090,19,449,1999-08-01,2872109,2663420,44.8819999695,-93.2218017578,38.7486991882324,-90.370002746582
DFW,PDX,"Dallas, TX","Portland, OR",1937,4588,31,1616,1990-01-01,8019250,1534762,32.896800994873,-97.0380020141602,45.58869934,-122.5979996
FLL,MCO,"Fort Lauderdale, FL","Orlando, FL",7983,15618,114,178,2001-09-01,5120256,1708955,26.0725994110107,-80.152702331543,28.4293994903564,-81.3089981079102
MEM,ATL,"Memphis, TN","Atlanta, GA",0,0,23,332,2005-11-01,1261429,4947012,35.0424003601074,-89.9766998291016,33.6366996765137,-84.4281005859375
CVG,LGA,"Cincinnati, OH","New York, NY",4194,7838,26,585,1997-09-01,1964172,34528632,39.0488014221,-84.6678009033,40.77719879,-73.87259674
SMF,LAX,"Sacramento, CA","Los Angeles, CA",3965,6000,120,373,2007-08-01,2075119,25385206,38.6954002380371,-121.591003417969,33.94250107,-118.4079971
MEM,BUF,"Memphis, TN","Buffalo, NY",0,0,23,813,2002-10-01,1226669,1158368,35.0424003601074,-89.9766998291016,42.94049835,-78.73220062
ORD,DTW,"Chicago, IL","Detroit, MI",4611,5402,37,235,1993-03-01,16876600,8711888,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
ORD,DSM,"Chicago, IL","Des Moines, IA",0,50,1,299,1993-01-01,16876600,436844,41.97859955,-87.90480042,41.5340003967285,-93.6631011962891
MCI,PIT,"Kansas City, MO","Pittsburgh, PA",3436,4241,30,774,1997-07-01,1776103,2432761,39.2976,-94.713898,40.49150085,-80.23290253
ATL,PIT,"Atlanta, GA","Pittsburgh, PA",4170,5120,32,526,2009-04-01,5475213,2354957,33.6366996765137,-84.4281005859375,40.49150085,-80.23290253
MSY,EWR,"New Orleans, LA","Newark, NJ",2116,4917,33,1167,1995-07-01,1289805,17130692,29.9934005737305,-90.2580032348633,40.6925010681152,-74.168701171875
RDU,FLL,"Raleigh, NC","Fort Lauderdale, FL",8666,12900,86,680,1992-04-01,582329,4225844,35.8776016235352,-78.7874984741211,26.0725994110107,-80.152702331543
PHL,BOS,"Philadelphia, PA","Boston, MA",204,476,7,280,1994-01-01,10988706,8293684,39.871898651123,-75.241096496582,42.36429977,-71.00520325
ILE,ACT,"Killeen, TX","Waco, TX",4,30,1,45,1999-12-01,314016,204244,,,31.6112995147705,-97.2304992675781
MCO,ABQ,"Orlando, FL","Albuquerque, NM",1306,1918,14,1552,2003-02-01,1803474,766154,28.4293994903564,-81.3089981079102,35.0401992797852,-106.609001159668
JFK,LAS,"New York, NY","Las Vegas, NV",6872,8400,56,2248,2006-01-01,37651266,1778129,40.63980103,-73.77890015,36.08010101,-115.1520004
SLC,SFO,"Salt Lake City, UT","San Francisco, CA",4587,5724,53,599,1997-07-01,898848,7885792,40.7883987426758,-111.977996826172,37.6189994812012,-122.375
PHL,MSP,"Philadelphia, PA","Minneapolis, MN",300,366,3,980,1996-04-01,11007158,2760875,39.871898651123,-75.241096496582,44.8819999695,-93.2218017578
PHX,MCI,"Phoenix, AZ","Kansas City, MO",5833,8022,60,1044,2006-12-01,4046571,1984954,33.4342994689941,-112.012001037598,39.2976,-94.713898
OKC,STL,"Oklahoma City, OK","St. Louis, MO",846,1096,8,462,2006-05-01,1174737,2791682,35.3931007385254,-97.600700378418,38.7486991882324,-90.370002746582
ILM,CLT,"Wilmington, NC","Charlotte, NC",986,2500,50,185,2004-02-01,304149,1471706,34.2705993652344,-77.9026031494141,35.2140007019043,-80.9430999755859
PBI,IAH,"West Palm Beach, FL","Houston, TX",1785,3272,31,956,1993-10-01,4286215,4058868,26.6832008361816,-80.0955963134766,29.9843997955322,-95.3414001464844
STL,SAT,"St. Louis, MO","San Antonio, TX",8469,15330,105,786,1990-12-01,2584656,1410627,38.7486991882324,-90.370002746582,29.5337009429932,-98.4698028564453
PDX,EUG,"Portland, OR","Eugene, OR",0,0,1,106,2009-02-01,2241841,351109,45.58869934,-122.5979996,44.1245994567871,-123.21199798584
SLC,JFK,"Salt Lake City, UT","New York, NY",6737,7873,27,1989,1997-09-01,898848,34528632,40.7883987426758,-111.977996826172,40.63980103,-73.77890015
BTV,ALB,"Burlington, VT","Albany, NY",49,50,1,124,2006-12-01,205515,850541,44.4719009399,-73.1532974243,42.7482986450195,-73.8016967773438
RDU,CLT,"Raleigh, NC","Charlotte, NC",161,490,5,130,1996-10-01,674409,1164160,35.8776016235352,-78.7874984741211,35.2140007019043,-80.9430999755859
BUF,MSP,"Buffalo, NY","Minneapolis, MN",1675,2420,22,734,2003-09-01,1154212,3078253,42.94049835,-78.73220062,44.8819999695,-93.2218017578
PVD,PHX,"Providence, RI","Phoenix, AZ",5595,7535,55,2277,2002-02-01,1608751,3496957,41.7326011657715,-71.4204025268555,33.4342994689941,-112.012001037598
SNA,PHX,"Santa Ana, CA","Phoenix, AZ",4505,6460,34,338,2009-01-01,12874797,4364094,33.67570114,-117.8679962,33.4342994689941,-112.012001037598
ABE,PHL,"Allentown, PA","Philadelphia, PA",1366,3650,73,55,2005-05-01,786034,11701242,40.652099609375,-75.440803527832,39.871898651123,-75.241096496582
CLT,MCO,"Charlotte, NC","Orlando, FL",4166,5642,31,468,1995-12-01,1135592,1389986,35.2140007019043,-80.9430999755859,28.4293994903564,-81.3089981079102
SLC,IDA,"Salt Lake City, UT","Idaho Falls, ID",0,0,31,188,2007-07-01,1092594,119210,40.7883987426758,-111.977996826172,43.5145988464355,-112.070999145508
TPA,ATL,"Tampa, FL","Atlanta, GA",16242,18720,160,406,2007-07-01,2711222,5267527,27.9755001068115,-82.533203125,33.6366996765137,-84.4281005859375
ORD,SYR,"Chicago, IL","Syracuse, NY",6933,12927,93,607,1996-12-01,17287860,661210,41.97859955,-87.90480042,43.111198425293,-76.1063003540039
MAF,AUS,"Midland, TX","Austin, TX",679,3562,26,294,2002-08-01,116953,1353176,31.9424991607666,-102.202003479004,30.1944999694824,-97.6698989868164
SHV,YIP,"Shreveport, LA","Detroit, MI",0,0,1,880,2003-09-01,376825,8985512,32.4466018676758,-93.8255996704102,42.23789978,-83.53040314
DAY,MEM,"Dayton, OH","Memphis, TN",0,0,4,460,2005-07-01,843575,1261429,39.902400970459,-84.2193984985352,35.0424003601074,-89.9766998291016
PHX,MEM,"Phoenix, AZ","Memphis, TN",0,0,28,1263,2008-10-01,4287323,1298529,33.4342994689941,-112.012001037598,35.0424003601074,-89.9766998291016
MSP,OKC,"Minneapolis, MN","Oklahoma City, OK",2533,3864,56,695,2003-09-01,3078253,1131487,44.8819999695,-93.2218017578,35.3931007385254,-97.600700378418
IAD,SCE,"Washington, DC","State College, PA",2733,3784,112,133,2008-08-01,10755872,145550,38.94449997,-77.45580292,40.8493003845,-77.8487014771
BWI,ALB,"Baltimore, MD","Albany, NY",140,256,2,288,1995-01-01,2462087,828038,39.17539978,-76.66829681,42.7482986450195,-73.8016967773438
ICT,EWR,"Wichita, KS","Newark, NJ",146,149,1,1262,1990-03-01,512293,16868983,37.6498985290527,-97.4330978393555,40.6925010681152,-74.168701171875
MDW,MCO,"Chicago, IL","Orlando, FL",8742,11764,68,989,1996-01-01,17287860,1422502,41.7859992980957,-87.7524032592773,28.4293994903564,-81.3089981079102
ABQ,PHX,"Albuquerque, NM","Phoenix, AZ",3880,4712,38,328,2007-06-01,834685,4175595,35.0401992797852,-106.609001159668,33.4342994689941,-112.012001037598
PHX,ATL,"Phoenix, AZ","Atlanta, GA",9582,10912,88,1587,2004-03-01,3723359,4802300,33.4342994689941,-112.012001037598,33.6366996765137,-84.4281005859375
MSP,EWR,"Minneapolis, MN","Newark, NJ",78,78,1,1008,1991-05-01,2581103,16874842,44.8819999695,-93.2218017578,40.6925010681152,-74.168701171875
MCI,ATL,"Kansas City, MO","Atlanta, GA",7680,8833,61,693,1994-07-01,1714344,3444861,39.2976,-94.713898,33.6366996765137,-84.4281005859375
CIC,SCK,"Chico, CA","Stockton, CA",0,0,1,135,2003-08-01,211584,625236,39.79539871,-121.8580017,37.894199371338,-121.2379989624
GSO,ATL,"Greensboro, NC","Atlanta, GA",25527,32518,229,306,2004-07-01,665024,4802300,36.0978012084961,-79.9373016357422,33.6366996765137,-84.4281005859375
BNA,DTW,"Nashville, TN","Detroit, MI",4396,7320,60,457,1990-10-01,1052116,8503650,36.1245002746582,-86.6781997680664,42.2123985290527,-83.353401184082
MYR,PIT,"Myrtle Beach, SC","Pittsburgh, PA",352,404,4,476,1996-10-01,163784,2447532,33.6796989441,-78.9282989502,40.49150085,-80.23290253
DFW,LAX,"Dallas, TX","Los Angeles, CA",8147,9220,41,1235,2008-04-01,12602170,25536790,32.896800994873,-97.0380020141602,33.94250107,-118.4079971
MKE,PHL,"Milwaukee, WI","Philadelphia, PA",0,0,3,690,2004-10-01,1533932,11645752,42.9472007751465,-87.896598815918,39.871898651123,-75.241096496582
MDW,DTW,"Chicago, IL","Detroit, MI",88,112,1,229,1992-09-01,16720340,8653794,41.7859992980957,-87.7524032592773,42.2123985290527,-83.353401184082
BWI,RIC,"Baltimore, MD","Richmond, VA",304,2250,75,120,2004-02-01,2638066,1155330,39.17539978,-76.66829681,37.505199432373,-77.3197021484375
DFW,GSO,"Dallas, TX","Greensboro, NC",433,528,12,999,2007-04-01,12313304,696287,32.896800994873,-97.0380020141602,36.0978012084961,-79.9373016357422
DFW,XNA,"Dallas, TX","Fayetteville, AR",225,308,7,281,2005-09-01,11632814,413777,32.896800994873,-97.0380020141602,36.281898,-94.306801
IAD,BDL,"Washington, DC","Hartford, CT",2896,3379,31,326,1995-08-01,8757652,1108575,38.94449997,-77.45580292,41.9388999939,-72.6831970215
CVG,ATL,"Cincinnati, OH","Atlanta, GA",174,426,3,373,1990-02-01,1849595,3087755,39.0488014221,-84.6678009033,33.6366996765137,-84.4281005859375
JAX,LFT,"Jacksonville, FL","Lafayette, LA",90,104,1,615,2001-09-01,1148044,239893,30.4941005706787,-81.6878967285156,30.20529938,-91.98760223
PHL,CMH,"Philadelphia, PA","Columbus, OH",18,126,1,405,2002-02-01,11511748,1659344,39.871898651123,-75.241096496582,39.9980010986328,-82.8918991088867
DTW,SBN,"Detroit, MI","South Bend, IN",1132,3660,30,157,1992-03-01,8653794,299128,42.2123985290527,-83.353401184082,41.7086982727051,-86.3172988891602
GJT,EKO,"Grand Junction, CO","Elko, NV",117,124,1,404,2002-01-01,122131,45640,39.1223983765,-108.527000427,40.8249015808105,-115.791999816895
BFI,SEA,"Seattle, WA","Seattle, WA",150,184,1,6,1990-09-01,5154164,5154164,47.5299987792969,-122.302001953125,47.4490013122559,-122.30899810791
STL,MCO,"St. Louis, MO","Orlando, FL",17215,25536,152,880,2001-10-01,2719279,1708955,38.7486991882324,-90.370002746582,28.4293994903564,-81.3089981079102
ATL,PHL,"Atlanta, GA","Philadelphia, PA",1369,3074,29,665,2001-09-01,4432950,11445082,33.6366996765137,-84.4281005859375,39.871898651123,-75.241096496582
MIA,TPA,"Miami, FL","Tampa, FL",9274,12462,93,204,2002-12-01,10425204,2483575,25.7931995391846,-80.2906036376953,27.9755001068115,-82.533203125
CLE,SLC,"Cleveland, OH","Salt Lake City, UT",1564,2104,28,1565,2007-12-01,2099185,1092594,41.4117012024,-81.8498001099,40.7883987426758,-111.977996826172
ORD,ATL,"Chicago, IL","Atlanta, GA",55,66,1,606,2006-02-01,18797710,5119641,41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
DTW,DAY,"Detroit, MI","Dayton, OH",3800,5800,116,166,2009-03-01,8806874,835063,42.2123985290527,-83.353401184082,39.902400970459,-84.2193984985352
BHM,MDW,"Birmingham, AL","Chicago, IL",3486,6028,44,570,2001-11-01,1060335,18385002,33.56290054,-86.75350189,41.7859992980957,-87.7524032592773
ATL,ORD,"Atlanta, GA","Chicago, IL",340,750,5,606,1990-04-01,3087755,16395048,33.6366996765137,-84.4281005859375,41.97859955,-87.90480042
OKC,MEM,"Oklahoma City, OK","Memphis, TN",3279,3900,78,432,2007-12-01,1191244,1290610,35.3931007385254,-97.600700378418,35.0424003601074,-89.9766998291016
ABE,MCO,"Allentown, PA","Orlando, FL",1939,3402,27,906,1996-12-01,710211,1422502,40.652099609375,-75.440803527832,28.4293994903564,-81.3089981079102
ABQ,IAH,"Albuquerque, NM","Houston, TX",6168,7688,62,744,2006-12-01,817973,5484883,35.0401992797852,-106.609001159668,29.9843997955322,-95.3414001464844
OKC,SLC,"Oklahoma City, OK","Salt Lake City, UT",3088,6527,61,865,1990-10-01,971909,771473,35.3931007385254,-97.600700378418,40.7883987426758,-111.977996826172
ORD,SLC,"Chicago, IL","Salt Lake City, UT",4421,6678,53,1249,1999-04-01,17655010,913736,41.97859955,-87.90480042,40.7883987426758,-111.977996826172
MSP,EWR,"Minneapolis, MN","Newark, NJ",2307,7020,54,1008,1993-06-01,2654810,17013259,44.8819999695,-93.2218017578,40.6925010681152,-74.168701171875
MSP,MCO,"Minneapolis, MN","Orlando, FL",1351,3510,30,1310,2006-09-01,3167666,1999994,44.8819999695,-93.2218017578,28.4293994903564,-81.3089981079102
AUS,ELP,"Austin, TX","El Paso, TX",5780,9453,69,528,2009-10-01,1705075,751296,30.1944999694824,-97.6698989868164,31.80719948,-106.3779984
MSP,GFK,"Minneapolis, MN","Grand Forks, ND",1001,1450,29,284,2009-10-01,3269814,97190,44.8819999695,-93.2218017578,47.949299,-97.176102
MCI,CLE,"Kansas City, MO","Cleveland, OH",96,151,1,695,1993-09-01,1694575,2128322,39.2976,-94.713898,41.4117012024,-81.8498001099
ORD,ATL,"Chicago, IL","Atlanta, GA",9761,14112,56,606,1995-09-01,17155070,3548667,41.97859955,-87.90480042,33.6366996765137,-84.4281005859375
BDL,CLE,"Hartford, CT","Cleveland, OH",2720,3100,62,475,2002-04-01,1165667,2140552,41.9388999939,-72.6831970215,41.4117012024,-81.8498001099
PHX,EWR,"Phoenix, AZ","Newark, NJ",2567,2976,24,2133,2005-09-01,3884588,18798114,33.4342994689941,-112.012001037598,40.6925010681152,-74.168701171875
